DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
2012-12-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4495.0,injection,WI
2012-12-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4463.0,injection,WI
2012-12-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,6021.0,injection,WI
2012-12-30,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,6205.0,injection,WI
2012-12-31,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5356.0,injection,WI
2013-01-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4363.3412075,injection,WI
2013-01-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4572.614326875,injection,WI
2013-01-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4587.14923,injection,WI
2013-01-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4575.6,injection,WI
2013-01-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5108.801972083334,injection,WI
2013-01-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,6096.77,injection,WI
2013-01-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,6138.8184,injection,WI
2013-01-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4496.0,injection,WI
2013-01-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4595.76789875,injection,WI
2013-01-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4702.782096875,injection,WI
2013-01-11,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4705.974747083334,injection,WI
2013-01-12,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4691.602477708333,injection,WI
2013-01-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,14.58334,,,,,,,,,0.0,,,,2509.0374845833335,injection,WI
2013-01-14,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5652.704368125,injection,WI
2013-01-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5639.83258,injection,WI
2013-01-16,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5669.552567083333,injection,WI
2013-01-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5748.984016458333,injection,WI
2013-01-18,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5453.81981625,injection,WI
2013-01-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5568.639488125,injection,WI
2013-01-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5349.737868958333,injection,WI
2013-01-21,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4651.236655833333,injection,WI
2013-01-22,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5130.3,injection,WI
2013-01-23,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4995.122276666667,injection,WI
2013-01-24,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.66667,,,,,,,,,0.0,,,,4803.732895416667,injection,WI
2013-01-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5025.148437083333,injection,WI
2013-01-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5048.568596458334,injection,WI
2013-01-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5049.272872708333,injection,WI
2013-01-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5193.8775329166665,injection,WI
2013-01-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5163.788749791666,injection,WI
2013-01-30,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5168.394111458333,injection,WI
2013-01-31,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5170.731613333333,injection,WI
2013-02-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5086.063186666666,injection,WI
2013-02-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5073.982399166666,injection,WI
2013-02-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5050.2974547916665,injection,WI
2013-02-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5046.828743541667,injection,WI
2013-02-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5046.119186041667,injection,WI
2013-02-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5045.0,injection,WI
2013-02-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5010.0,injection,WI
2013-02-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5011.0,injection,WI
2013-02-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4596.0,injection,WI
2013-02-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4355.0,injection,WI
2013-02-11,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4361.0,injection,WI
2013-02-12,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5266.612534166667,injection,WI
2013-02-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5437.0,injection,WI
2013-02-14,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5418.1,injection,WI
2013-02-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4469.3,injection,WI
2013-02-16,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4356.905,injection,WI
2013-02-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4360.0,injection,WI
2013-02-18,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5337.62,injection,WI
2013-02-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5742.128326666667,injection,WI
2013-02-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5670.64704875,injection,WI
2013-02-21,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4793.879455208334,injection,WI
2013-02-22,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4426.8908002083335,injection,WI
2013-02-23,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4407.113075625,injection,WI
2013-02-24,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4431.205040416667,injection,WI
2013-02-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,4440.375961458333,injection,WI
2013-02-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5216.9115675,injection,WI
2013-02-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5804.0,injection,WI
2013-02-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5641.775649791667,injection,WI
2013-03-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,16.19167,,,,,,,,,0.0,,,,3526.315856875,injection,WI
2013-03-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.64167,,,,,,,,,0.0,,,,5786.3,injection,WI
2013-03-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5850.6841197916665,injection,WI
2013-03-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5729.543983541666,injection,WI
2013-03-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5051.0,injection,WI
2013-03-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5100.032539791667,injection,WI
2013-03-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,1.85833,,,,,,,,,0.0,,,,342.6662939583333,injection,WI
2013-03-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,,,,,,0.0,,,,0.0,injection,WI
2013-03-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,,,,,,0.0,,,,0.0,injection,WI
2013-03-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,8.14167,,,,,,,,,0.0,,,,1378.1481060416668,injection,WI
2013-03-11,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,15.19167,,,,,,,,,0.0,,,,3448.9,injection,WI
2013-03-12,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,,,,,,0.0,,,,0.0,injection,WI
2013-03-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,13.80833,,,,,,,,,0.0,,,,1887.8970208333333,injection,WI
2013-03-14,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,15.35833,,,,,,,,,0.0,,,,2061.1422210416667,injection,WI
2013-03-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,16.975,,,,,,,,,0.0,,,,2790.9833233333334,injection,WI
2013-03-16,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,11.35833,,,,,,,,,0.0,,,,1550.9009975,injection,WI
2013-03-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,9.64167,,,,,,,,,0.0,,,,1439.1113370833334,injection,WI
2013-03-18,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,3784.805305625,injection,WI
2013-03-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,3806.2429277083334,injection,WI
2013-03-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,1.41,,,,,,,,,0.0,,,,253.35657791666668,injection,WI
2013-03-21,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,,,,,,0.0,,,,0.0,injection,WI
2013-03-22,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,6.64167,,,,,,,,,0.0,,,,940.0,injection,WI
2013-03-23,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,3799.0,injection,WI
2013-03-24,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,3655.0,injection,WI
2013-03-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,9.8,,,,,,,,,0.0,,,,2545.0,injection,WI
2013-03-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5950.5,injection,WI
2013-03-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5920.4,injection,WI
2013-03-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,22.33334,,,,,,,,,0.0,,,,3260.1418552083333,injection,WI
2013-03-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,5073.98,injection,WI
2013-03-30,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,6054.9,injection,WI
2013-03-31,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.0,,,,,,,,,0.0,,,,5673.0,injection,WI
2013-04-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.17,,,,,,,,,0.0,,,,3947.6242239583335,injection,WI
2013-04-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,,,,,,0.0,,,,0.0,injection,WI
2013-04-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,17.0,,,,,,,,,0.0,,,,1765.7472658333334,injection,WI
2013-04-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,3258.368080208333,injection,WI
2013-04-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,20.69167,,,,,,,,,0.0,,,,2169.316040208333,injection,WI
2013-04-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,,,,,,0.0,,,,0.0,injection,WI
2013-04-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,,,,,,0.0,,,,0.0,injection,WI
