id_model,timestamp,algo,r2_global,mse_global,r2_oil,r2_gas,r2_wat,mse_oil,mse_gas,mse_wat,source
fae3f457-4284-4bd7-9b65-85368744d855,2026-01-21 15:27:14.214140,LinearRegression,0.6731018300472756,333322935.4128763,0.6720498651220046,0.6531866609661786,0.6940689640536433,47135.264157576225,999896482.1614665,25188.813005206695,DB
f3725ac1-6a22-4318-878b-56cf84da10cb,2026-01-21 15:46:43.350528,LinearRegression,0.6731018300472756,333322935.4128763,0.6720498651220046,0.6531866609661786,0.6940689640536433,47135.264157576225,999896482.1614665,25188.813005206695,DB
c27c79a4-0945-4a18-a855-dd4901b5f1b6,2026-01-21 16:11:01.296061,LinearRegression,0.6731018300472756,333322935.4128763,0.6720498651220046,0.6531866609661786,0.6940689640536433,47135.264157576225,999896482.1614665,25188.813005206695,DB
bc4a6bd8-f3be-4be7-aadd-6ce4ee02dc27,2026-01-21 17:09:09.937395,LinearRegression,0.6731018300472756,333322935.4128763,0.6720498651220046,0.6531866609661786,0.6940689640536433,47135.264157576225,999896482.1614665,25188.813005206695,DB
b436ba1e-3df7-4161-a506-92a259e39f30,2026-01-21 17:27:13.968114,LinearRegression,0.6731018300472756,333322935.4128763,0.6720498651220046,0.6531866609661786,0.6940689640536433,47135.264157576225,999896482.1614665,25188.813005206695,DB
d4ecbd12-8e10-4a75-9bd6-fdba2fe26c45,2026-01-21 18:11:32.228692,LinearRegression,0.6731018300472756,333322935.4128763,0.6720498651220046,0.6531866609661786,0.6940689640536433,47135.264157576225,999896482.1614665,25188.813005206695,DB
8ba9cbae-a457-46ef-9f49-9d8a169d8014,2026-01-21 18:12:03.918456,LinearRegression,0.6731018300472756,333322935.4128763,0.6720498651220046,0.6531866609661786,0.6940689640536433,47135.264157576225,999896482.1614665,25188.813005206695,DB
