OIL_VOL,GAS_VOL,WAT_VOL,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,DAYTIME,id_model,model_type
1282.212583611507,191876.35558134332,1349.4954671341661,1052.85,160106.5,1334.7,2015-09-28,fae3f457-4284-4bd7-9b65-85368744d855,LR
1283.6272008660371,191457.42356059706,1342.887984032538,1050.53,160121.28,1275.78,2015-09-29,fae3f457-4284-4bd7-9b65-85368744d855,LR
1274.6650380851427,190243.5268714634,1285.3551674816058,1088.75,165304.94,1254.05,2015-09-30,fae3f457-4284-4bd7-9b65-85368744d855,LR
1301.8218652255587,194280.14582530587,1264.0617626406217,1104.83,168051.94,1294.45,2015-10-01,fae3f457-4284-4bd7-9b65-85368744d855,LR
1321.177695404896,197587.6477591496,1300.4277010969136,1117.65,169726.29,1294.11,2015-10-02,fae3f457-4284-4bd7-9b65-85368744d855,LR
1318.2765241948402,197671.79252505203,1291.1191037380122,1162.37,177027.11,1397.81,2015-10-03,fae3f457-4284-4bd7-9b65-85368744d855,LR
1417.3461114508596,211837.82063600162,1400.3371053910405,1159.62,175514.08,1384.6,2015-10-04,fae3f457-4284-4bd7-9b65-85368744d855,LR
1415.3867558850507,211194.94515698715,1387.6283609318302,1151.09,175457.05,1392.57,2015-10-05,fae3f457-4284-4bd7-9b65-85368744d855,LR
1418.5036987546464,211877.41060860653,1396.8819757268022,1145.05,174900.53,1390.42,2015-10-06,fae3f457-4284-4bd7-9b65-85368744d855,LR
1421.2473773524025,212090.1301392476,1395.3426674089771,0.0,0.0,0.0,2015-10-07,fae3f457-4284-4bd7-9b65-85368744d855,LR
1850.2968350637375,269457.041223803,818.0854282177091,1898.58,274460.84,829.12,2015-04-26,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1849.5714622509115,269259.25257904705,805.1370430303266,1916.48,276252.24,836.03,2015-04-27,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1867.3936820758854,271377.4741810793,810.9961776723175,1913.38,275367.54,830.04,2015-04-28,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1868.4567466176195,271271.7308805096,805.341438339346,1907.06,273532.47,808.87,2015-04-29,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1859.7366743091452,269769.43795955426,784.5771559667534,1911.21,274109.6,797.47,2015-04-30,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1860.2387273465176,269881.0650193093,773.7350404554932,1905.67,271874.64,795.06,2015-05-01,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1857.2466514749833,268884.42140975164,770.5184336613239,1892.91,269695.06,792.99,2015-05-02,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1847.8054666939702,267404.5446282887,768.8737515209142,1874.02,270092.86,793.0,2015-05-03,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1836.1975784764295,266998.5742522942,771.7246365947692,1851.56,269187.68,804.42,2015-05-04,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1820.220303129868,265459.5813268842,785.93902556617,1854.68,271329.2,804.55,2015-05-05,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1824.5483483162566,266961.0065207971,787.0509016151416,1820.38,265934.19,804.88,2015-05-06,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1802.4932569910095,263633.8538450431,788.2652248292563,1824.93,264849.11,802.02,2015-05-07,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1803.1753365446777,263242.1134278043,784.6252061102433,1798.79,268282.73,799.54,2015-05-08,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1779.7603945574303,263086.1019843064,787.5212228877392,1810.44,263392.96,804.19,2015-05-09,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1795.8969276758585,262530.59431078564,788.1834756068376,1805.42,263355.43,800.2,2015-05-10,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1791.4597832894533,262276.65274082456,784.9118678739559,1802.17,262552.99,795.08,2015-05-11,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1797.190006810795,262641.4221748137,780.0699867544006,1798.26,261610.15,793.37,2015-05-12,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
1797.9368868345741,262515.558991711,778.5724887636065,1802.0,261696.76,796.93,2015-05-13,f3725ac1-6a22-4318-878b-56cf84da10cb,LR
