DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
2015-10-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.27414520833332,105.86757833333333,181.16250270833334,11.822344583333333,28.431421666666665,%,34.1116425,76.01802125,8.431467291666667,1148.87,174297.18,1382.63,,production,OP
2015-10-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.36216458333334,105.86926979166667,181.28012,11.901689375,28.844797916666668,%,34.082044583333335,77.08423854166666,8.069335208333333,1133.96,173374.37,1382.74,,production,OP
2015-10-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.9364825,105.92511375,179.27452041666666,12.158219166666667,42.44378,%,31.661962083333332,78.93628916666667,4.9720104166666665,1188.88,179684.86,1483.32,,production,OP
2015-10-10,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.95866291666667,105.95133083333333,178.97155166666667,12.048512083333334,43.82958583333333,%,30.98711125,78.61899604166666,4.896405,1187.22,179770.13,1495.48,,production,OP
2015-10-11,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.48003770833333,105.954055625,178.63262375,11.858286458333334,43.44668854166667,%,30.847413958333334,76.77902979166667,5.031756458333334,1190.45,180151.78,1492.89,,production,OP
2015-10-12,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.55139083333333,105.94566229166666,178.636635,11.763969375,43.046460625,%,30.914755833333334,77.39183854166667,5.0755510416666665,1176.43,179312.09,1494.74,,production,OP
2015-10-13,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,23.16667,218.98029714534718,105.8547634566513,183.28513171154077,11.71326801462187,32.771043541666664,%,35.695165433806416,76.44782114455379,9.437231446206987,1037.47,159732.32,1460.37,,production,OP
2015-10-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,213.50992854166665,105.9385,180.63390645833334,11.770085833333333,35.06368375,%,32.87602208333333,78.43141333333334,6.229176666666667,1141.23,171603.71,1500.22,,production,OP
2015-10-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,212.323774375,105.94162458333334,180.03718166666667,11.677105625,46.10846083333333,%,32.28659270833333,78.25142729166667,4.346221458333333,1150.21,175842.07,1495.41,,production,OP
2015-10-16,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.45834583333334,105.96686583333333,178.73474416666667,11.62682125,45.383038541666664,%,30.723601666666667,79.43418020833333,4.647694583333333,1182.94,178521.98,1571.61,,production,OP
2015-10-17,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.35680208333332,105.95975041666667,178.624876875,11.476099583333333,44.70345666666667,%,30.731925208333333,79.48873979166666,4.681092291666666,1169.51,175572.06,1533.87,,production,OP
2015-10-18,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.35166395833335,105.95457,178.61471854166666,11.413607708333334,43.391505,%,30.736945416666668,79.43651770833333,4.809567708333334,1172.3,174462.22,1521.76,,production,OP
2015-10-19,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.78306125,105.94002645833334,178.88859125,11.353495416666666,42.94064645833333,%,30.89447,79.23218166666666,4.7539960416666664,1135.6,170485.55,1497.62,,production,OP
2015-10-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.85960291666666,105.93625958333334,178.90842791666665,11.201972291666667,42.98138895833333,%,30.951175,79.038611875,4.731714166666666,1137.63,170592.93,1452.65,,production,OP
2015-10-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.66757875,105.93588083333333,178.80017979166666,11.036966458333334,42.947775,%,30.867398958333332,77.05587770833333,4.758410625,1129.59,169400.05,1482.67,,production,OP
2015-10-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.87433354166666,105.921143125,179.10717270833334,10.914289375,42.954324166666666,%,30.76716083333333,76.56659833333333,4.684846875,1129.0,168913.06,1409.85,,production,OP
2015-10-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.9408075,105.911398125,179.21982770833333,10.87426,42.9686775,%,30.720979791666668,77.51357583333333,4.72493625,1115.41,167864.4,1449.65,,production,OP
2015-10-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.40765645833332,105.90493,179.51077645833334,10.778198541666667,42.963357708333334,%,30.89688,77.24665833333333,4.632705208333333,1102.06,166952.38,1554.54,,production,OP
2015-10-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.2782962,105.906814,179.4601908,10.7006186,42.8855998,%,30.8181054,77.6563796,4.6430214,1164.72,174086.01,1562.12,,production,OP
2015-10-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,1.52514,224.88827325891393,105.91880944621478,186.29697523283107,10.626276543333727,2.2689745833333332,%,38.59129802608285,74.8551839293442,12.889090258664778,10.71,1756.77,16.28,,production,OP
2015-10-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,295.18367,104.09282,214.60611,5.63282,0.968789375,%,80.57756,13.91714,64.47533,0.0,0.0,0.0,,production,OP
2015-10-28,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,299.10056,103.81537,191.55233,5.26563,0.9716247916666667,%,107.54823,12.943,83.31493,0.0,0.0,0.0,,production,OP
2015-10-29,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,9.0,286.13879,104.2017,193.25175,6.25288,9.5,%,92.88704,26.78905,65.34578,268.69,41398.2,413.96,,production,OP
2015-10-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,17.2,240.01076,105.53952,202.9345,9.86177,65.12866729166667,%,37.07626,66.71781,9.13326,811.29,127118.9,1214.22,,production,OP
2015-10-31,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,296.35649,104.06884,228.82966,6.14966,1.0310670833333333,%,67.52683,15.79488,41.77753,0.0,0.0,0.0,,production,OP
2015-11-01,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,303.74016,103.75906,227.53113,5.40359,1.0036966666666667,%,76.20903,11.93914,50.19838,0.0,0.0,0.0,,production,OP
